Kadir _NOUN_,1119
Koreaans_NOUN _NOUN_,2040
Korean Tamil,3199
Konrad_NOUN ,,3881
Krishnamurti ,_.,1020
Kono_NOUN ,_.,1279
Kuznets_NOUN curve_NOUN,1771
Kong has,2186
Korea ',5526
Korsgaard_NOUN ,_.,1373
Kowalski ,,3990
Kolmogorov_NOUN 's,1136
Knowledge_NOUN Production,1217
Korean_NOUN _._,19674
Kshatriyas_NOUN _._,1046
Kuala_NOUN _NOUN_,21992
Kon ,,1031
Known _._,3536
Kress _CONJ_,2203
Koh -,1210
Kralická _NUM_,114455
Koren _NOUN_,1627
Kurtz_NOUN 's_PRT,1070
Know_VERB how_ADV,3448
Knowing it_PRON,2625
Kopp _._,3661
Koreansk_NOUN Bibel,6117
Kroner _._,1133
Korean Wave,1271
Knowledge check,2889
Kristof ,,1608
Kuwait_NOUN _CONJ_,4900
Knights_NOUN and_CONJ,2430
Know This,1261
Krashen ,,1487
Kuyper ,_.,1400
Kravitz ,_.,1228
Knowledges _._,1592
Knives _VERB_,1794
Korean people,2757
Kris ._.,2227
Knowledge_NOUN You_PRON,2544
Kumar 's,1326
Krishnan_NOUN ,,5470
Krakow_NOUN _NOUN_,1045
Knights_NOUN ,,7054
Kurds_NOUN and_CONJ,2524
Kwantung Army_NOUN,1073
Kreikkalainen Raamattu_NOUN,2039
Know_VERB What,2765
Kuomintang_NOUN ,,1100
Kongtrul_NOUN _VERB_,2055
Kruger_NOUN _PRT_,1030
Korea -_.,3498
Knowing _VERB_,1788
Kohler_NOUN _._,7798
Kreutzer ,,1001
Kong_NOUN et,2178
Kp _._,1394
Koller _._,4024
Kremen_NOUN _._,1287
Kwan_NOUN ,_.,3544
Knowing_VERB these_DET,1085
Kuntz ,,1265
Ko et,1156
Kurt_NOUN ,_.,6841
Knew what_PRON,1166
Kolko ,,1275
Koreans_NOUN have_VERB,1016
Kotz_NOUN ,,2024
Kregel_NOUN _._,1454
Kterýž byl_ADP,1478
Kremlin_NOUN _._,11443
Kottler Mondello_NOUN,1375
Kos _NOUN_,1018
Kumari ,,2779
Krishnamurthy ,,2046
Knowing what_PRON,9243
Korea_NOUN as_ADP,3267
Korea_NOUN with_ADP,1670
Knock _PRT_,1131
Krista_NOUN ,_.,1285
Krugman _VERB_,1136
Kotler_NOUN and_CONJ,1304
Kristi_NOUN _VERB_,2198
Kristol_NOUN ,_.,1184
Kurdish_NOUN ,_.,1619
Knechte :_.,1036
Kong_NOUN _ADV_,4851
Kotler _CONJ_,1664
Kubla_NOUN _NOUN_,1795
Komatsu_NOUN _NOUN_,1692
Koninkrijk_X Gods,2352
Korean_NOUN Army,1805
Kutsal Yasa_NOUN,1001
Koreańska _._,2039
Knowledge Management,12779
Kripke ,,2428
Kriesi ,,1433
Krasner ,,2682
Kuang_NOUN ,_.,2823
Kumar_NOUN ,,61440
Kumagai ,_.,1097
Known_VERB _ADV_,3063
Kozlov _._,2185
Knowing_VERB I,3122
Korn_NOUN ,_.,2820
Kwang_NOUN -_.,1366
Kremlin .,4324
Kui_NOUN _._,3377
Kostya_NOUN _._,1193
Koran_NOUN ,,6163
Krause ,_.,10176
Kuntz_NOUN ,,1265
Kudo _._,1696
Knopf Doubleday,1166
Knot_ADJ _NOUN_,1007
Korean culture,1672
Knightley_NOUN _._,3738
Knights_NOUN and,2430
Kola_NOUN _._,1305
Knickerbocker_NOUN _NOUN_,2512
Know_NOUN -,4359
Knowing that,39451
Kos_NOUN ,,1668
Koehler _NOUN_,3304
Kool_NOUN _NOUN_,1831
Kwame _VERB_,1188
Kumar and,9432
Kovacs_NOUN _NOUN_,2135
Krizhevsky _._,2476
Krishnamurthy ,_.,2045
Kong _ADP_,17050
Kreider ,_.,1120
Kohn_NOUN ,,8249
Knowles_NOUN ._.,1367
Knowledge_NOUN You,2544
Knight_NOUN (,4621
Knights were_VERB,1125
Knows _PRON_,3301
Kutch _._,1059
Knowledge_NOUN management,3767
Krieger _NOUN_,2629
Krohn_NOUN ,,1867
Krupa_NOUN _._,1007
Kurt_NOUN Lewin_NOUN,2252
Kultur .,1072
Krook_NOUN _._,1047
Kumar _CONJ_,10863
Korean government,5939
Koreanisch Bibel_NOUN,6117
Krauss_NOUN ,_.,5644
Krugman ,,4784
Kramer_NOUN _PRT_,2920
Kubo ,,2100
Kurihara _._,1051
Krishna_NOUN and_CONJ,4498
Kris_NOUN was,1246
Krishna is,2025
Kotler ,_.,3927
Kruskal _._,5178
Kung Fu,3718
Kt_NOUN ._.,1213
Kung -_.,2181
Kowal ,,1148
Kurtz_NOUN _PRT_,1263
Knox_NOUN 's,5265
Kristensen ,_.,2928
Koo ,_.,4161
Koehler .,1646
Kumar_NOUN et,13575
Kurt_NOUN ._.,4744
Kohl ,,4830
Kumar_NOUN et_NOUN,13533
Kojima_NOUN _NOUN_,2018
Knead _DET_,1151
Krieger ,_.,4729
Knowledge_NOUN _PRON_,3926
Koch_NOUN _NOUN_,18550
Knights _PRT_,2293
Kuwait ,,15335
Knowing how_ADV,8767
Know this_DET,2202
Knobel_NOUN ,,1073
Korsakoff _NOUN_,1253
Kuznets_NOUN curve,1771
Krasner_NOUN _._,3332
Kolbert_NOUN _._,1143
Kolb_NOUN ,,7839
Kreis_NOUN _NOUN_,1340
Kuehn_NOUN ,_.,1556
Kochi_NOUN ,_.,1459
Kuttner ,_.,1211
Kosslyn_NOUN ,,1122
Knights of,18193
Kramer_NOUN ._.,2074
Kochi _._,2697
Korean Danish_NOUN,6400
Knowing_VERB you,2670
Korea 's,28733
Kulka _._,1169
Korea have,1749
Kronecker_NOUN _NOUN_,4704
Kubrick _VERB_,3766
Knew _NOUN_,2085
Kreutzer_NOUN _NOUN_,1031
Kung _NOUN_,9159
Knuckles _VERB_,1639
Kriesi _._,1925
Kong ?,1347
Korea (_.,14816
Knight_NOUN :,1370
Kraft_NOUN _CONJ_,1288
Krebs_NOUN _CONJ_,1235
Kunda_NOUN ,_.,1315
Krause_NOUN and_CONJ,1391
Krishna_NOUN was,1624
Koike_NOUN _NOUN_,1140
Knight and_CONJ,7427
Kuklinski_NOUN _VERB_,2200
Kosovo_NOUN and_CONJ,4168
Koehler_NOUN ,,4987
Krueger (,1287
Koch and_CONJ,3114
Komsomol _._,1317
Kuo ,_.,8065
Kubrick_NOUN _VERB_,3760
Knightsbridge_NOUN _._,2054
Kun ,_.,4504
Kolodny_NOUN ,_.,1031
Kralicka _ADJ_,1839
Koons_NOUN _._,1209
Knowledge was_VERB,1069
Knowledge management_NOUN,3767
Kung_ADJ -_.,1147
Koreans_NOUN _._,9683
Knock_VERB ,_.,5167
Knew_VERB _DET_,1871
Kristy_NOUN _._,1694
Kurds_NOUN in,2636
Kong_NOUN are_VERB,1169
Knitted_NOUN _NOUN_,1127
Krishna_NOUN is_VERB,2025
Kwak_NOUN ,_.,2851
Korean people_NOUN,2757
Kraft _NOUN_,6582
Kristoff _VERB_,1136
Kojima_NOUN ,,2430
Kumar S_NOUN,3808
Knowledge_NOUN ?,1489
Korean_ADJ _ADJ_,21011
Kong )_.,4604
Kralicka _NUM_,85817
Kunda ,_.,1315
Kumar_NOUN 's_PRT,1313
Know you_PRON,2833
Konstantin_NOUN _NOUN_,9299
Kothari_NOUN _._,3489
Kobe ,_.,2906
Kto_NOUN wierzy,1084
Koopmans_NOUN ,,1641
Kojima_NOUN ,_.,2430
Kublai_NOUN Khan,1956
Knowing_VERB these,1085
Kristiansen ,_.,1657
Krauss _NOUN_,1379
Kunming _NOUN_,2037
Korea for_ADP,2020
Korea -,3498
Kurtz ,,6042
Kong_NOUN ikaw_X,1052
Korhonen_NOUN ,,1317
Koninklijke_NOUN _NOUN_,4806
Korejském jazyce_NOUN,2039
Knowest thou,1580
Krueger_NOUN (_.,1286
Kuper ,_.,1796
Knowledge Center,1297
Kosovo_NOUN (,2151
Kun_NOUN .,1593
Kuang ,_.,2823
Korea_NOUN were,1779
Ko_NOUN _._,13379
Kohler_NOUN and,1066
Krisztus _._,2906
Krishna _CONJ_,4942
Kristin 's_PRT,1180
Knights Templars,1276
Kremen _VERB_,1030
Kublai Khan,1956
Kuang_NOUN ,,2823
Kohn_NOUN -,1179
Kodak ,,1693
Kunst und_VERB,1581
Koenen_NOUN ,_.,1052
Korean_ADJ language,1994
Kohn _NUM_,1161
Krieg_NOUN _VERB_,1202
Korea were_VERB,1779
Kuban_NOUN _NOUN_,1572
Kurland_NOUN ,_.,1253
Konstanz_NOUN ,_.,1360
Korean_NOUN Wave,1265
Kristen_NOUN _PRT_,2268
Kurz ,_.,2803
Kochi_NOUN ,,1459
Knox 's,5265
Kurland ,,1253
Korah_NOUN ._.,1162
Koning_NOUN ,,1555
Koh -_.,1210
Kuang ,,2823
Know about_ADP,4844
Komatsu ,_.,1742
Krista_NOUN _VERB_,7062
Konstan ,,1511
Kuwait_NOUN ,_.,15333
Krause 's,1057
Kumar R_NOUN,2089
Korean_ADJ women,2474
Krista .,1251
Koop_NOUN _._,1461
Kurosawa_NOUN ,_.,1417
Kuwait_NOUN _NUM_,1944
Knight 's_PRT,13759
Kong as_ADP,1722
Kunze ,_.,1394
Knopf_NOUN ,,28063
Knowledge_NOUN Engineering_NOUN,1478
Knife_NOUN _CONJ_,2152
Knuth ,_.,1289
Kohler ,_.,5809
Korean_NOUN _CONJ_,6815
Korea ?_.,1540
Kraemer_NOUN _NOUN_,1508
Komsomol_NOUN _NOUN_,1917
Kritik_NOUN _X_,1716
Kt _._,3961
Kolko_NOUN _._,1389
Kristeva 's_PRT,2691
Kochenov _._,1045
Knight _NOUN_,22406
Kneeling _._,1680
Knee_NOUN ,,2060
Knutson _._,2555
Kuznets_NOUN ,_.,1866
Kriya_NOUN _NOUN_,1092
Knoxville_NOUN _NOUN_,5809
Krista ,,1286
Kreuter_NOUN _._,1170
Koreans ._.,3034
Kraków ._.,1104
Kong --_.,1278
Komsomol _NOUN_,1917
Knopf .,7838
Knight_NOUN of,13765
Koelsch ,,1615
Koenig_NOUN _PRT_,1049
Korealainen_NOUN _NOUN_,2039
Kong Polytechnic,1879
Kurt and,2556
Knoxville :,3955
Kterýž_NOUN byl,1658
Kobayashi_NOUN and_CONJ,1273
Knife and,1667
Kregel_NOUN ,,1278
Kotz ,_.,2024
Knowledge_NOUN Management_NOUN,12774
Kolb_NOUN _CONJ_,1915
Kofman_NOUN ,,1329
Koo_NOUN _NOUN_,3214
Korea would_VERB,1725
Kraft _PRT_,1187
Knife_NOUN and,1666
Korean conflict,1072
Kurzweil_NOUN ,_.,1912
Knot _ADP_,1123
Knowlton_NOUN _VERB_,1334
Kodiak _._,1039
Kong was,3988
Kong_NOUN (_.,7192
Koontz_NOUN _._,1557
Knowing_VERB your,2640
Kruglanski _._,2033
Know Your,5564
Kurt 's,3714
Kohn_NOUN _NUM_,1161
Kwan_NOUN _._,5241
Knights_NOUN Bridge,1006
Knowing_VERB her_PRON,2305
Kono ,_.,1279
Knoll ,_.,3309
Kunkel ,_.,1768
Kort _._,1162
Knights and,2431
Kurt_NOUN Vonnegut,2244
Kundu_NOUN _NOUN_,1885
Kohl 's_PRT,2406
Kolkata _._,16093
Kodama ,_.,1928
Kui_NOUN 's_PRT,2007
Knowing a_DET,1223
Knudsen _NOUN_,4294
Kona _NOUN_,1807
Kutta_NOUN method,1461
Krasnaya _NOUN_,1393
Kultur und,1151
Kober_NOUN _._,1145
Krueger and,1352
Known _ADV_,3253
Kwang _._,2233
Knowledge_NOUN Base_NOUN,2472
Knock_VERB on_ADP,1171
Kong ako,1060
Krieg_NOUN ,_.,2393
Knowing_VERB he_PRON,4559
Kumar A,3650
Kohli_NOUN ,_.,3402
Koestner ,_.,1164
Kurdistan_NOUN ,,3021
Knowledge_NOUN sharing,1436
Konrad_NOUN Adenauer_NOUN,2034
Korean Esperanto_NOUN,3199
Kong_NOUN is_VERB,4001
Kurt_NOUN _._,13764
Kou_NOUN _NOUN_,4819
Kulkarni ,_.,5000
Kristeva_NOUN 's_PRT,2691
Kolbert_NOUN ,,1010
Korsgaard ,,1373
Knowl_NOUN ._.,5883
Know_VERB then_ADV,1061
Knowledge management,3767
Knowledge_NOUN _NUM_,5553
Kristeva_NOUN ,,6372
Kurt Vonnegut_NOUN,2244
Kosher_NOUN _NOUN_,5515
Krathwohl_NOUN ,,1499
Kona_NOUN ,_.,1082
Kung_ADJ _._,1294
Knights_NOUN Templar_NOUN,5125
Kuwait _ADP_,5729
Korean_NOUN J,4855
Kola _NOUN_,3469
Krogh_NOUN ,_.,1893
Kraus and,1105
Kommentar_NOUN _._,1797
Kun _PRT_,3805
Kumagai_NOUN _._,1234
Kurz_NOUN _._,3696
Korea_NOUN ,_.,103905
Kundera_NOUN ,,1331
Konishi_NOUN ,_.,1465
Knowing_VERB :,1309
Krueger_NOUN ,,9769
Koreai_NOUN Biblia,2039
Kroll ,_.,4163
Kroeber_NOUN _._,2235
Kong_NOUN --,1096
Kubernetes_NOUN .,1738
Kurtz_NOUN _NOUN_,1498
Kraków_NOUN _._,6886
Kuznetsov ,,2856
Kun Peng_NOUN,2176
Kwame _NOUN_,7822
Kultur_NOUN ,_.,1349
Knowlton _VERB_,1335
Knox 's_PRT,5256
Kochanska _._,1459
Kurds_NOUN ,_.,5586
Knightley_NOUN _PRT_,1051
Kova _VERB_,1639
Kubrick 's_PRT,3679
Knott_NOUN _VERB_,1071
Kong_NOUN has_VERB,2186
Kuhn_NOUN 's,5347
Kramer et_NOUN,1409
Kruger _VERB_,1969
Kultur ._.,1072
Koo _NOUN_,3214
Kristen_NOUN _VERB_,7977
Kurt ,_.,6841
Kremlin_NOUN _CONJ_,1684
Know_VERB Your_PRON,5033
Korean_NOUN Telugu,3199
Knowles _._,13930
Knowledge ?_.,1489
Kristof_NOUN _VERB_,1089
Knill _._,1097
Kt_NOUN .,1213
Kushner 's_PRT,1772
Konnor _VERB_,1062
Krisztus ,_.,1744
Kofi_NOUN _VERB_,1927
Knowledge_NOUN _ADP_,68228
Kong Government_NOUN,1219
Kunming_NOUN _NOUN_,2014
Koran and_CONJ,1664
Kristina ._.,1313
Knudsen ,_.,3599
Kong_NOUN ;_.,1406
Kuwait_NOUN was,1250
Kristina_NOUN _NOUN_,7085
Kneel_VERB down,1451
Know_VERB thyself_PRON,1409
Kritik_NOUN _._,1350
Kowloon ,_.,1406
Kotkin ,,1084
Kremer_NOUN _NOUN_,1584
Know_VERB about,4746
Kupfer_NOUN ,_.,1600
Koopman ,_.,2136
Kolkata and,1436
Kramer_NOUN ,,24005
Korea_NOUN at,1160
Kobal_NOUN _VERB_,1004
Kwak_NOUN _NOUN_,1712
Konnyu_NOUN Roos,1318
Knee ._.,1328
Knoppers_NOUN _._,1324
Kubler _._,1547
Knorr ,,2060
Knew_VERB ,_.,1195
Krauss _VERB_,1459
Kosher_NOUN salt,4304
Knob_NOUN _NOUN_,1272
Koji_NOUN _NOUN_,1706
Kuhn_NOUN 's_PRT,5212
Koegel_NOUN _._,1056
Kottler_NOUN Mondello_NOUN,1375
Kochan_NOUN ,,1004
Knights_NOUN _NOUN_,11832
Kosovo ',1133
Knee_ADJ _._,1826
Kong_NOUN "_.,1098
Kong_NOUN ;,1406
Kung _._,6671
Kremlin ._.,4324
Konstantin_NOUN ,_.,1244
Kshatriyas _._,1053
Knowledge to_PRT,1665
Krishna ._.,5719
Kupfer_NOUN ,,1600
Knowledge ",2595
Kumbha_NOUN _NOUN_,1480
Krishna_NOUN 's_PRT,5026
Kraus_NOUN and_CONJ,1105
Kosovo_NOUN ',1128
Kristie_NOUN _._,1203
Know (,1643
Knowing_VERB _ADP_,38016
Korea Institute_NOUN,1239
Kunming_NOUN _._,3144
Korea ]_X,1085
Kohlhammer_NOUN _._,2547
Kumar A_NOUN,3649
Kong_NOUN Government_NOUN,1219
Kohlberg_NOUN _VERB_,1430
Knowledge_NOUN (_.,10255
Kola Peninsula,1566
Kumar M_NOUN,1269
Kohn ,_.,8249
Know ?_.,10723
Kristie _._,1205
Kong has_VERB,2186
Knew what,1188
Koga_NOUN _._,1315
Knights_NOUN _PRT_,2293
Koutarou _._,1240
Knife_NOUN _._,6256
Koch had,1030
Knight ?_.,1400
Knows_VERB _ADV_,2005
Krell_NOUN _VERB_,1233
Kralicka 1613,87656
Kripke_NOUN _VERB_,1399
KwaZulu --,1479
Koch_NOUN et,1433
Kraft ,_.,6841
Knowledge ',2930
Kreps_NOUN _._,1776
Kuwait_NOUN _NOUN_,12034
Knowing_VERB who_PRON,1102
Koehn ,_.,1109
Knowest thou_PRON,1574
Kuroshio _NOUN_,3323
Know_VERB ?_.,10302
Kong_NOUN '_PRT,2798
Knox_NOUN _._,38383
Knobel _._,1228
Kohlberg ,_.,3101
Kolyn _VERB_,1149
Kuching _._,1252
Kush ,_.,1601
Kodály_NOUN _NOUN_,2520
Korean_NOUN War,30381
Koreaans _NOUN_,2040
Konstan ,_.,1511
Krystal_NOUN _NOUN_,1475
Kripke _._,3676
Knowing_VERB _CONJ_,3773
Kneeling in,1132
Kui_NOUN ,_.,1945
Krupp _._,1925
Knowing _DET_,44940
Kumar &_CONJ,1192
Knox_NOUN _CONJ_,3894
Korean Cebuano,3199
Knights_NOUN Templar,5268
Kohl_NOUN _VERB_,4448
Korean immigrants,1055
Korean Army,1816
Kwame_NOUN Nkrumah,3226
Kohl _CONJ_,1559
Kraków ,_.,2957
Koch 's_PRT,5977
Knutson_NOUN _._,2555
Korea_NOUN at_ADP,1160
Knight_NOUN is,1558
Korean Czech,3199
Kutsal_NOUN Yasa,1001
Kolkata_NOUN .,2935
Kodiak_NOUN _NOUN_,1647
Kristen_NOUN ,_.,2681
Kochhar _._,1071
Koster ,_.,2917
Kubik _._,1080
Kolbert _._,1144
Koestner ,,1164
Kong_NOUN Tang_NOUN,1027
Kvale_NOUN ,_.,1186
Koenen_NOUN _._,1196
Kranz_NOUN _._,2117
Korea '_PRT,4874
Koch_NOUN ._.,2379
Krueger ,_.,9769
Korea_NOUN or_CONJ,1705
Knippenberg ,,1485
Kripke_NOUN ,,2428
Ko _X_,1712
Kobayashi_NOUN et_NOUN,2003
Korngold _._,1032
Krakow _NOUN_,1048
Knight_NOUN ',2528
Korea_NOUN would,1725
Kono _._,1695
Koichi_NOUN _NOUN_,1387
Komatsu_NOUN ,,1742
Kunming ,,1971
Koestler_NOUN ,_.,2369
Kravitz_NOUN ,_.,1228
Kurland_NOUN ,,1253
Kublai Khan_NOUN,1956
Kwame_NOUN Anthony,1510
Kona_NOUN _NOUN_,1804
Korea_NOUN to_PRT,5944
Krauss _._,6926
Kuhn _._,25403
Knife_NOUN ._.,1405
Kushner ,_.,5115
Koreans_NOUN are_VERB,1264
Knickerbocker_NOUN _._,1719
Know_VERB _PRON_,47404
Kristina_NOUN ,_.,1389
Kull ,_.,1079
Knowles_NOUN (_.,1017
Korea_NOUN _VERB_,60745
Kreuter ,_.,1029
Kunsthistorisches_NOUN _NOUN_,1391
Krebs _NOUN_,5131
Kripke ,_.,2428
Knowledge for,2621
Knoll_NOUN _NOUN_,2986
Kosinski_NOUN ,_.,1175
Kowalski_NOUN ,_.,3989
Know _._,38171
Kumar_NOUN _NOUN_,67822
Kong ?_.,1347
Kubernetes_NOUN cluster,2444
Krosnick_NOUN _._,1050
Kosovo was_VERB,1121
Kush _VERB_,1389
Kumar M,1269
Kuroda _._,2508
Krav_NOUN Maga_NOUN,3326
Komagata_NOUN Maru,1136
Kristi _._,1156
Kurosawa 's_PRT,1210
Kuhl_NOUN ,_.,3041
Krey _._,1099
Korean_ADJ history_NOUN,1102
Korean_NOUN Albanian,3200
Knowledge_NOUN about_ADP,3831
Kristen ._.,2162
Kohl _._,7444
Kram _._,1047
Kun_NOUN 's_PRT,3026
Kritika _._,1060
Kugel_NOUN _._,1734
Knowledge Representation,1286
Kruger and,1012
Know _ADP_,29541
Kunal _VERB_,1947
Koestler _VERB_,1767
Koch_NOUN ,_.,20246
Knowledge on,1231
Kuo ,,8066
Knowledge -_.,8171
Kolbert_NOUN ,_.,1010
Krause and_CONJ,1391
Kong Yuan,1033
Kwak ,_.,2851
Kock_NOUN ,,1804
Know_VERB About,6091
Krishna_NOUN ,_.,12714
Know_VERB ._.,3583
Kuttner ,,1212
Knock_ADJ -_.,1990
Korea_NOUN 's_PRT,28731
Kush_NOUN ,,1600
Krishna_NOUN Menon_NOUN,3995
Kutnjak_NOUN _NOUN_,1389
Knight_NOUN ),1225
Kurosawa_NOUN 's_PRT,1210
Kopp_NOUN ,_.,2877
Kurth_NOUN ,_.,1333
Kristin_NOUN .,1929
Korean ,,9001
Know_VERB What_PRON,2713
Kurz_NOUN ,,2803
Kogan Page_NOUN,3840
Krishi_NOUN _NOUN_,1267
Kolko_NOUN ,,1275
Kom _NOUN_,2092
Know This_DET,1178
Koreanska Bibeln_NOUN,2039
Koning _NOUN_,1028
Kress _NOUN_,1528
Korea or_CONJ,1705
Kraków_NOUN _NOUN_,1036
Kong_NOUN _PRON_,1498
Knowing_VERB the,21488
Ks_NOUN .,1685
Knowledges_NOUN _._,1592
Koehler Publishers,1590
Kurdish_NOUN _CONJ_,1392
Ko -_.,4142
Knight_NOUN _ADP_,19955
Kohli ,_.,3402
Knit_ADJ _NUM_,1084
Kremlin_NOUN ._.,4324
Ku ,,3733
Koenig_NOUN ,,7109
Knowing_VERB your_PRON,2639
Kubota ,_.,2885
Koester_NOUN _._,2918
Koskenniemi _._,2682
Kong_NOUN University_NOUN,4450
Kruglanski_NOUN ,,1768
Koppel_NOUN ,_.,1207
Knowledge_NOUN -,8171
Kohl_NOUN 's_PRT,2406
Knife and_CONJ,1666
Kuo_NOUN ,,8065
Knowing_VERB :_.,1309
Knowing_VERB him,1179
Kuiper Belt_NOUN,1172
Ko -,4142
Kwak_NOUN _._,3150
Knowledge Base,2499
Kuznetsov ,_.,2855
Kogan Page,3840
Known _ADJ_,2079
Koch_NOUN was_VERB,1292
Kok _._,5076
Knollys ,_.,1160
Koreans_NOUN are,1264
Kristine _NOUN_,4000
Kubrick_NOUN ,,2016
Korn ,,2821
Kursk _._,1971
Kotzebue_NOUN _._,1156
Krauss_NOUN ,,5644
Kozak_NOUN ,_.,2074
Krug_NOUN _._,3141
Krieg _NOUN_,1316
Knockout _NOUN_,1147
Kong_NOUN or,1283
Knew it_PRON,1331
Kuwait :,1355
Korea _PRON_,1457
Kunt_NOUN ,_.,1543
Kong government_NOUN,1972
Knowledge_NOUN to_PRT,1665
Kunal _._,1485
Kristen ,_.,2681
Kolbe_NOUN _._,1560
Krasnoyarsk_NOUN _NOUN_,1085
Kun_NOUN was,1556
Kristallnacht ,,1199
Kwantung Army,1073
Kurt _NOUN_,37041
Kubernetes_NOUN _NOUN_,15045
Kolya _VERB_,1951
Kuwait _VERB_,8091
Kunst_NOUN ,,3497
Krogh ,,1893
Knott_NOUN ,_.,3345
Kunzeman_NOUN Murphy_NOUN,1725
Kremlin _._,11443
Kobal _VERB_,1004
Kong Government,1219
Kong as,1943
Know who_PRON,1120
Konstantin _._,2249
Kurds_NOUN _VERB_,6655
Kut _._,2090
Knowing all,1194
Knowing his_PRON,1963
Kona ,,1088
Knee_NOUN _VERB_,1227
Korea_NOUN on_ADP,1422
Konstantin _NOUN_,9301
Krieger_NOUN ,,4729
Kristin_NOUN _NOUN_,13379
Kong Chinese_NOUN,1735
Koch et,1433
Kona_NOUN ,,1082
Kodama_NOUN _NOUN_,1175
Korean language_NOUN,2131
Kogan_NOUN _NOUN_,4708
Kong --,1278
Kong_NOUN ",1098
Kurt ,,6857
Knitting_NOUN _NOUN_,3907
Kotter ,_.,2268
Koga ,_.,1145
Kutnjak_NOUN Ivković,1355
Kobayashi ,_.,11038
Know _ADV_,16578
Kropotkin _PRT_,1016
Kraków_NOUN :_.,1489
Kubernetes ._.,1738
Knight_NOUN ,,53738
Kofi _VERB_,1927
Korean_ADJ children_NOUN,1308
Kropotkin_NOUN _._,3133
Kushner_NOUN _VERB_,3792
Krueger_NOUN (,1286
Knees _._,1556
Konstanz_NOUN _._,2709
Kobayashi _VERB_,1068
Knight of_ADP,13765
Knowest_ADJ _PRON_,1203
Knauf Peet_NOUN,1318
Kong_NOUN government_NOUN,1971
Knead the_DET,1009
Korea ?,1540
Knowles_NOUN ,,10623
Kriegel_NOUN ,_.,1485
Known_VERB _NOUN_,7504
Knox_NOUN ,,27320
Kubla Khan_NOUN,1739
Krista 's_PRT,1420
Krasnaia_NOUN _NOUN_,1261
Koselleck_NOUN ,,2320
Knoxville_NOUN ,_.,5487
Kuttner_NOUN ,,1211
Knowledge_NOUN Economy,2195
Konya ,,1048
Kwak _._,3150
Kuiper_NOUN ,,2051
Knowing_VERB _PRON_,45722
Koblenz_NOUN ,_.,1168
Kruger _CONJ_,1351
Kunst_NOUN .,1022
Kossuth _._,1340
Kriegel _._,1755
Knowledge_NOUN Systems,1257
Korealainen_NOUN Raamattu,2039
Kunkel_NOUN ,,1768
Kunsthistorisches_NOUN Museum,1209
Kun_NOUN _VERB_,9697
Knight _PRON_,1322
Krishna_NOUN _ADV_,1620
Know ,_.,8100
Kundera _._,1794
Kr _._,2916
Knowing her_PRON,2305
Knights_NOUN .,2842
Krull ,_.,1162
Knock -,2001
Korea ;_.,3749
Korea as,3887
Kun_NOUN ,,4504
Knight et,1299
Kristin_NOUN _._,4826
Kunst ,_.,3497
Kun_NOUN ,_.,4504
Knowledge_NOUN ',2928
Knowing this_DET,7427
Koreans_NOUN who,1131
Kurdish and,1329
Kona _._,1981
Known_VERB to_PRT,2954
Kris_NOUN .,2227
Kristin ,,2269
Korealainen Raamattu,2039
Knights_NOUN '_PRT,1597
Kong_NOUN had,1485
Kovacs _._,3821
Kutuzov _._,1139
Kong_NOUN _NOUN_,122245
Kolkata_NOUN ,,8365
Kristeller _._,1105
Know --_.,1491
Kuril _NOUN_,1339
Koehler_NOUN _._,7332
Kris .,2227
Kubernetes_NOUN _._,4959
Kurds in,2638
Kraków :,1491
Korn_NOUN ,,2820
Kolb (,1075
Krebs_NOUN cycle,2935
Knowing God,1602
Kuo_NOUN -_.,1688
Krogh_NOUN _._,2236
Koch _CONJ_,3817
Korean Finnish_ADJ,3200
Koskenniemi ,_.,2199
Konrad_NOUN ._.,1373
Kolb_NOUN (_.,1075
Kranenburg ,,1657
Kovács_NOUN ,_.,1711
Kubernetes_NOUN ,,1954
Ku_NOUN -,2786
Kundu _NOUN_,1885
Kurzweil ,_.,1912
Kolmogorov 's_PRT,1134
Korea_NOUN for,2020
Koch_NOUN had_VERB,1030
Kurt was_VERB,2256
Kristol_NOUN _._,1489
Kuhn (,2509
Knee_ADJ -_.,1272
Kraft_NOUN and,1075
Krylov _NOUN_,1272
Korean government_NOUN,5939
Kowal _._,1427
Krafft -,1774
Koyama_NOUN ,_.,2110
Kreutzer ,_.,1001
Konings _._,1125
Kolmogorov_NOUN ,,1126
Knowledge ?,1489
Kol_NOUN _NOUN_,2441
Ks_NOUN ._.,1685
Komatsu_NOUN _._,2168
Korea Institute,1239
Kruskal -_.,3476
Krasnaya_NOUN _NOUN_,1393
Kronborg _VERB_,1048
Knowing_VERB who,1102
Koh_NOUN -,1106
Korean and_CONJ,6598
Kwak _NOUN_,1712
Kong_NOUN Yuan_NOUN,1033
Krebs_NOUN _._,7409
Korean nuclear_ADJ,1121
Knowledge_NOUN Base,2499
Kong in_ADP,4528
Knowing_VERB that_ADP,31465
Kosovar_NOUN _NOUN_,2006
Kushner_NOUN _CONJ_,1362
Koch -,1730
Knowledge Society,1158
Kurt_NOUN _CONJ_,2721
Knights_NOUN Templars_NOUN,1268
Kumar et_NOUN,13533
Korean students_NOUN,1508
Kulkarni_NOUN ,_.,5000
Knowledge_NOUN check,2889
Kohli _NOUN_,1114
Kondo _._,4923
