YWCA_NOUN _NOUN_,1088
You keep,22355
You believed,1733
You do_VERB,794783
Yuan_NOUN 's_PRT,17781
Yes No,24075
Yu gave,1038
You are_VERB,1154423
You shot_VERB,1959
Young adults_NOUN,2853
York School_NOUN,1734
Yunfei .,1209
Yvette 's,1422
Years with_ADP,1942
Yi smiled_VERB,2074
Your enemies,1459
Youth ),1399
Yu who_PRON,3308
You_PRON better,31342
Yue_NOUN asked,2008
You_PRON )_.,1522
York_NOUN area_NOUN,1502
Yu_NOUN waved,1014
Your_PRON daughter,10178
Yes_X □_NOUN,1489
Your eye_NOUN,1302
York_NOUN _._,3084143
You The,1492
Young_NOUN America_NOUN,1225
Youth_NOUN -_.,1153
Your boss_NOUN,3588
Young_ADJ men,8149
You_PRON simply_ADV,7308
Yue who,1273
York_NOUN as_ADP,5264
Yuan_NOUN in_ADP,1429
Yesterday_NOUN morning_NOUN,2408
Your_PRON body,19295
Yu_NOUN was,40809
You_PRON missed,5511
You Never_ADV,1079
Yu_NOUN came_VERB,1289
You destroyed_VERB,1282
Yoke _._,1773
Yehuda _._,3895
Ying _PRT_,21506
Your_PRON truth,1647
You_PRON stare_VERB,1074
Yi_NOUN said,9240
You_PRON by_ADP,1201
You caught,2847
Yiddish ,,4207
You_PRON Learned,1101
Yoga Sutras,1474
Your_PRON other,1830
Yun_NOUN '_PRT,3722
Yi Yun_NOUN,3029
You refuse,2016
Your_PRON light,1395
You_PRON suppose,1089
Youth with_ADP,1562
Your_PRON honour_NOUN,1220
Younger children_NOUN,1521
Yunfei_NOUN _PRT_,3080
Yue who_PRON,1273
Yin Family_NOUN,1469
You_NOUN Love_NOUN,1101
You doubt,1180
Yilmaz_NOUN ,_.,2891
You_PRON You,2539
You_PRON Believe_VERB,1245
Your country,1414
Youn _._,1364
Yeshiva University_NOUN,1805
Yell_NOUN _._,1442
You for,14998
Yesterday_NOUN and,1589
You sing,1122
You lied_VERB,6447
Yourself to,1104
Yourself and,1479
Youth_NOUN and,17015
You_PRON love_VERB,23567
Yet_CONJ our,2659
Yong Zhao,1167
Your nose,1294
Yeo ,_.,4515
Yes_X I,10754
Your _NOUN_,2057240
You_NOUN Meng_NOUN,11897
Yitzhak_NOUN _NOUN_,6664
You_PRON of_ADP,3755
You_PRON wrote_VERB,4180
Years After,3643
Yunfeng 's_PRT,1612
You stayed_VERB,1966
York_NOUN as,6242
Yunus_NOUN _NOUN_,1433
You leave,7567
Ying'er _._,1156
Yu_NOUN saw,3185
Yet_CONJ he,54669
Your_PRON subconscious_ADJ,1221
You _DET_,74448
Young_NOUN was_VERB,4555
You choose,4410
Youth _ADV_,1543
Yes Mistress_NOUN,2009
Yun who,1415
Yearbook of,17402
Yearbook for_ADP,1284
You_PRON killed_VERB,12523
Yearbook (,2560
Yu stood,1934
Yun_NOUN Er_NOUN,5029
Yeshua_NOUN _._,4790
You grab_VERB,2043
Yoder 's_PRT,1083
Your_PRON faithful,1089
Your knowledge_NOUN,2760
Yearbook_NOUN Volume,12853
You_PRON talked,4083
Yunnan ,,4216
Yuyan ,_.,1389
Your personal,2520
Young_NOUN America,1225
You_PRON awake_ADV,1127
Yo .,1219
Yuan Sect_NOUN,1056
Yukon_NOUN _NOUN_,8154
Yu J_NOUN,1819
You quickly,1130
Your_PRON Income_NOUN,1263
You_PRON put,17144
Your Next_NOUN,1652
Yes 2,1292
You 'll_VERB,483659
You_PRON fellows,1276
Yvon_NOUN 's,1017
Yun Er_NOUN,5029
You figured_VERB,1302
Yet they,24765
Ying_NOUN _CONJ_,8018
Yifei_NOUN _._,2351
York have_VERB,1038
Yuan_NOUN Qing,1067
Yet they_PRON,24764
Young Sect,1806
Your kids,1769
Your_PRON company_NOUN,3479
Yin_NOUN Sect,1058
You care,4594
You_PRON hang_VERB,1111
Yours_PRON ever_ADV,2693
Yu_NOUN (,2892
York University_NOUN,57563
Yes_ADV _PRON_,13849
Yi_NOUN saw,1690
YouTube_NOUN ._.,14953
Yichen and_CONJ,1178
You_PRON perceive,1341
Your_PRON health,2522
You sounded,1530
Yu Yao_NOUN,1609
Yet_ADV of,1375
You clean,1135
Yun_NOUN _NOUN_,211554
You_PRON bet_VERB,16376
You dear,1494
You gotta,12883
Yi_NOUN thought,1432
Your subordinate,1406
Yu_NOUN Ze,2454
You led,1411
Yue in,1236
Yucatán_NOUN ._.,1367
You_PRON there,3815
Yu turned,2228
You promise_VERB,3989
Yourself ._.,1961
Yufan_NOUN _VERB_,2490
Your_PRON Next_NOUN,1652
Young_ ,,1084
Yellow Bird_NOUN,1426
Yuk _._,1479
You consider,1644
Yin_NOUN _ADV_,2289
You Hear_VERB,1263
Yorke_NOUN .,1119
Year_NOUN One,1210
Yuan_NOUN ._.,10693
You_NOUN _CONJ_,2103
Your happiness_NOUN,1066
Yet_ADV his_PRON,10691
Your_PRON Team_NOUN,1361
Yu _NUM_,2881
You_PRON grow_VERB,1522
Your thoughts,4270
Yeh _CONJ_,1153
Yu sneered,1170
Yuma _NOUN_,1473
YouTube_NOUN channel,5551
Your first_ADJ,9985
Youth_NOUN Affairs,1083
You_PRON already,23112
You followed,2224
Yi heard_VERB,1174
Years_NOUN Foundation,1426
Your_PRON vision,1334
Yellow ._.,2073
You_PRON all_DET,37526
Young_NOUN et_NOUN,4357
Yusuf _._,6607
Yuri ,_.,2921
You ran_VERB,3714
Yorker_NOUN _._,26042
Young_NOUN People_NOUN,12919
Yu Ze_NOUN,2454
Yearbook_NOUN _NUM_,8028
Year_NOUN for,2155
Yet_ADV within,1794
Yes_NOUN ;_.,5437
Yuwei _._,1728
You_PRON hold_VERB,5884
You hired,1103
Yet there,38171
Your way_NOUN,2179
Yeoh_NOUN ,,1350
Yet on_ADP,4594
You_PRON laughed_VERB,1125
Your_PRON response,1384
Yoshioka_NOUN _._,1559
Yoo_NOUN ,_.,5179
Yeltsin _ADP_,1302
Yet sometimes_ADV,1204
You_PRON as_ADV,1294
Yeomans _._,1303
Yun in,1190
Yun Zhao_NOUN,1398
Yet_CONJ although_ADP,2033
Your truth,1647
Yuan_NOUN Sect_NOUN,1056
Youth Employment_NOUN,1018
YouTube_NOUN _NOUN_,31720
Yuan et_NOUN,4024
Young_ADJ miss,1368
You tried,6353
Yue_NOUN smiled,1599
Yi said,9282
Yuwei was,1600
You sing_VERB,1122
Yihan_NOUN _VERB_,6134
Yearbook _NOUN_,16369
Yue_NOUN Er_NOUN,7206
You come,21941
Yom Kippur_NOUN,11435
York_NOUN _NUM_,33575
Yet_ADV ._.,7814
Yeast _._,3287
Yuan Shu_NOUN,1234
Yu_NOUN could_VERB,8392
Yellowstone _VERB_,2282
You_PRON :,7902
Yes ;_.,61479
Yu_NOUN Meng,3356
You_PRON oughtn't,1032
Yuhan _PRT_,1033
Your position,1371
Yihan _VERB_,6134
Yung -,1333
York Press,26086
You helped,5296
Yorkers_NOUN .,1654
You remember_VERB,40892
Your_PRON Mind,4348
Yesterday_NOUN 's_PRT,4204
Ying_NOUN _PRT_,21453
Yuri .,2211
Yusuf_NOUN _CONJ_,1081
Yugoslavia_NOUN and_CONJ,6324
You_PRON 've,483303
Yujie _VERB_,2252
Your brother_NOUN,21086
You_PRON pull_VERB,4347
Your school_NOUN,1282
Yi_NOUN ?_.,2266
You surprise,1849
Your relationship_NOUN,2136
Yorker_NOUN (,1489
You refused,1306
Young_ADJ adults,2631
Yuqing _VERB_,5859
York Herald,13214
You Feel,1832
Youth_NOUN (,4053
Yun _CONJ_,12194
Yuting _VERB_,1905
You ,,167424
Young_NOUN Lives_VERB,1005
You_PRON people,4782
Yi Wang_NOUN,1222
You hang_VERB,1111
York _PRT_,75206
York City,230876
Your man_NOUN,2778
Yuqing_NOUN ,_.,1096
Young girls_NOUN,3136
Yu_NOUN ',11186
Yesterday_NOUN _ADP_,2555
Yogananda_NOUN _._,1410
Your whole_ADJ,2830
Yunqi_NOUN _PRT_,1359
Your presence_NOUN,5497
Your_PRON girl,1155
Yunfei was_VERB,1563
Yun_NOUN asked_VERB,1939
Yousef_NOUN _._,1912
Your whole,2893
Your breath_NOUN,1683
Your_PRON most,4233
Your_PRON story,3070
Yourself_PRON _ADJ_,1080
Yet few,1253
Young _PRON_,1338
Yi _NOUN_,176844
Yes_NOUN Sir_NOUN,2889
Your physical_ADJ,1006
Year_NOUN award_NOUN,1719
Yun_NOUN Yun,1599
York Central_NOUN,3120
Yeates ,,1400
York_NOUN would_VERB,2275
Yu H,1434
Yvonne_NOUN and,1475
Yield and,1802
Yuan_NOUN laughed,1404
Yogurt_NOUN ,,1073
Your_PRON parents_NOUN,13527
Yun_NOUN did,4885
Youth Culture_NOUN,1602
Young_NOUN Sect_NOUN,1805
You_PRON follow_VERB,3504
Your back,1357
Yu_NOUN Tong,2431
Young_NOUN and_CONJ,14291
Yiyi 's,1700
You shot,1959
Young Turk_NOUN,2195
Ying .,8264
York_NOUN :,1823792
You_PRON close,1136
Yes '_.,5287
You allow,1206
Your_PRON boy,1481
Your_PRON answers_NOUN,1205
You really,84617
Years_NOUN ago_ADV,15382
Years_NOUN _PRON_,1264
York and,94652
You_PRON stick_VERB,1232
Yvonne _CONJ_,1532
Yesterday evening_NOUN,1564
You silly_ADJ,1577
Yo_ADJ -,1855
Yerevan ,_.,1005
Yellow Sea,2759
Yiddish ,_.,4198
York_NOUN Peninsula,1083
Yelling_VERB _ADP_,1047
Yet_CONJ my,3651
You as_ADP,3019
Yost_NOUN ,_.,2052
Yizhou _VERB_,1399
You_PRON act,4070
York_NOUN will_VERB,1112
Yun had,7977
You mark,1038
Yue et,1212
You_PRON little,10642
You_PRON almost_ADV,6778
Yu Ling,2214
Yugoslav_NOUN Republic,2839
Yeltsin and_CONJ,1376
Your_PRON very,2713
You_PRON that_ADP,3489
Yi Qin_NOUN,1062
Yue_NOUN suddenly_ADV,1056
Yuwen _PRON_,1324
Yogi ,,1681
Yoda_NOUN _VERB_,1012
Yesterday ._.,2750
Yet is_VERB,2213
You brat,2895
Yet_ADV each_DET,2290
Yellow .,2073
Yoga_NOUN _._,15776
Young_NOUN ;_.,1090
Yes_NOUN ?_.,2172
York County_NOUN,4299
You_PRON was,5336
You good,3840
Your_PRON Dreams,1149
Yu_NOUN walked,2339
Yesterday_NOUN she_PRON,1541
Ying_NOUN Er_NOUN,2036
You getting,1348
Yehuda ,,2612
You_PRON You_PRON,2532
York magazine_NOUN,1755
Yi_NOUN Sect,1991
Yorker_NOUN ._.,4606
Years_NOUN War,8360
Yingjie_NOUN and_CONJ,1033
Yu Ye,1186
Yi_NOUN Cheng,1000
Yu_NOUN et,11526
Yet_ADV how_ADV,5938
Yun_NOUN had,7977
Yuan_NOUN et_NOUN,4024
You hated_VERB,1125
You_PRON decided_VERB,1831
Yuyan_NOUN _VERB_,5916
Yeshua ,,2239
Your will,5025
Your sons,1330
Yu_NOUN Y,1460
You saw_VERB,33584
Yellowstone_NOUN _CONJ_,1285
You bitch,2801
Yet perhaps_ADV,1675
You heard_VERB,30686
Yun Qian,1904
Yin Tao_NOUN,1042
Your_PRON wish,2382
You sold_VERB,1567
You_PRON acted_VERB,1330
You pushed,1594
You _ADJ_,104841
Yi would_VERB,3406
Your Child,5799
Yue looked,4763
Years_NOUN Region_NOUN,52855
Yvonne_NOUN _VERB_,13367
Yu walked_VERB,2339
You Like_VERB,6625
Your_PRON love,8763
Yogyakarta _._,3864
Yes _X_,22096
Yu Yi,1501
You_PRON met_VERB,5582
Yun could,3179
Yu_NOUN was_VERB,40809
You_PRON fucking,5733
Yolanda_NOUN .,1340
Yes_X sir,22135
Yicheng _PRT_,2276
Yesterday _VERB_,5665
You_PRON own_VERB,3157
Yi _NUM_,1158
You hungry,2716
Yu ,_.,117536
Yun Lin,1606
Youn ,_.,1022
Yoga and,3298
Ying_NOUN and,7806
YouTube _PRT_,4150
You recognize_VERB,2025
Yuqing_NOUN ,,1096
York_NOUN apartment_NOUN,1196
Yet_ADV at_ADP,9496
You set,5560
York_NOUN the,3622
Years_NOUN _CONJ_,5107
You '_.,7588
Yun_NOUN Er,5029
You_PRON ride,1478
Yeas_NOUN .........._.,3028
York that_ADP,2689
You_PRON forgot_VERB,6328
Yet_ADV again_ADV,7015
Young -,7105
Your stomach,1145
Yu Mo_NOUN,1408
Yuan felt_VERB,1058
Yu is,5006
Yildirim ,,1149
York because,1017
You scoundrel,1356
Your_PRON what,1061
Yunfeng ,_.,1549
Your ',1717
Yi An_DET,1362
Youth_NOUN ,_.,17528
Yin_NOUN et_NOUN,3451
Yigal_NOUN _NOUN_,1364
Yun_NOUN Lan,1241
Yours_PRON ?_.,2467
Ypres_NOUN _._,5493
Yu_NOUN Ling_NOUN,2214
You_PRON meet,2682
Your_PRON loss_NOUN,1183
Yorkshire_NOUN _VERB_,3192
Yet during,1334
Yellow_NOUN _NUM_,1253
Yvon_NOUN _PRT_,1383
Your_PRON message,1092
Yuan _._,55448
Yin He,1298
Yemen _CONJ_,4175
Yun_NOUN _CONJ_,12075
Yuan_NOUN nodded_VERB,1137
You woke,1468
You ),1542
Yoshimoto _._,1119
Yosemite Valley,3727
Yi_NOUN is,2977
Yu_NOUN Fei_NOUN,3633
Yellow (_.,1347
Your_PRON grace,2907
Yoko _._,1737
Your_PRON new,4729
Yet_ADV sometimes,1126
You break_VERB,1542
You_PRON talk_VERB,14527
You best,1734
Yunus_NOUN ,_.,1769
Yun Feng,2472
Years _DET_,3599
York_NOUN Street,1032
York Times_NOUN,342885
You _VERB_,16081667
Yellow Dog,7391
Yun_NOUN who,1403
You scared_VERB,8050
Your dream_NOUN,1208
Yu_NOUN :,1961
You bought,3993
Yes -,29077
Yuk_NOUN _._,1478
You caused_VERB,1060
Years Foundation_NOUN,1426
You enter_VERB,2482
Yutian _PRT_,1671
You_PRON clearly_ADV,3806
Yekaterinburg_NOUN _._,1018
Yun_NOUN could_VERB,3162
Ypres_NOUN ,_.,2906
Yogyakarta ,,1872
Yu looked,9223
Yet_CONJ her_PRON,5275
Yuan and_CONJ,8368
Yun knew_VERB,1027
Year_NOUN after_ADP,3955
YouTube is,2177
You_PRON use,9340
Your child_NOUN,8430
You guys_NOUN,63171
Years_NOUN Acquired_VERB,4779
Your Money_NOUN,1989
Year_NOUN is_VERB,1408
Yu Ze,2454
You_PRON continue,3821
You_PRON run,5483
You rest_VERB,1561
York_NOUN (,51970
Your_PRON word,4428
Yvonne _NOUN_,11227
Your_PRON death_NOUN,1156
You swore,1289
Yellowstone River_NOUN,1675
You_PRON refused,1306
You_PRON most_ADV,1558
You_PRON worry,3043
Yuxu _NOUN_,1648
Your beautiful,1126
Yuhan _VERB_,2622
Yves Saint,1213
Yoshida_NOUN _NOUN_,8598
You_PRON even_ADV,9518
Yourself_PRON _DET_,1711
Years_NOUN to,1202
Your hand_NOUN,7543
Your_PRON mama_NOUN,1837
Ying did,3586
Yes_X --,10190
Your_PRON success_NOUN,1226
Yulin_NOUN _NOUN_,1337
You_PRON have,971959
Your Head_NOUN,1847
Yingying _VERB_,2877
You_PRON seemed,6364
Ypres _VERB_,1182
Yeshua_NOUN 's,1879
You going_VERB,10089
Yessir ._.,1622
Your_PRON legs_NOUN,2469
You read,8642
Yellow_ADJ -_.,5488
Yi knew,1393
Yinyin_NOUN _VERB_,1685
Yvon 's,1017
Your imagination,1154
Your_PRON Word_NOUN,4480
You_PRON smile,3584
York City_NOUN,230707
Yu sighed_VERB,1105
Your brothers_NOUN,2033
Yet these_DET,14822
Yeats 's,4629
Your Response_NOUN,4231
Yong _PRT_,6243
You_PRON soon,1110
Yufeng_NOUN 's_PRT,1233
Yu Tian,3521
You old_ADJ,3163
Your two,1385
Yeltsin_NOUN ,_.,2767
Yunnan and_CONJ,1358
Yu X_NOUN,1215
You_PRON never,93579
Yilmaz ,_.,2891
Yi ._.,16778
You_PRON lift_VERB,1631
You need_VERB,265682
Yu_NOUN Ze_NOUN,2454
Yogurt _NOUN_,3837
Yun_NOUN laughed,2139
Yi_NOUN shook_VERB,1244
Your humble,1283
Yves_NOUN Congar,1019
Yun_NOUN would_VERB,2253
You surely_ADV,3925
Yes ),1260
You get,58743
Yunfei_NOUN had_VERB,1003
You_PRON here,3830
Yucatán_NOUN ,_.,2475
You_PRON pick,3379
York_NOUN Law,1826
Yue Yang_NOUN,5713
Yeltsin _PRT_,4280
You eat,4066
Yu_NOUN sighed_VERB,1105
Your_PRON Brain_NOUN,3541
Yunjie_NOUN and_CONJ,1228
You_PRON swear,1401
Ypres _NOUN_,1267
Years_NOUN ago,16758
You seem_VERB,50218
You_PRON getting,1348
Youth_NOUN &_CONJ,1203
You check_VERB,1495
Yuyan_NOUN ,,1389
Yet by_ADP,5650
You nearly_ADV,2490
Ying_NOUN ,_.,22750
You made_VERB,37232
York_NOUN state_NOUN,5062
Years_NOUN Cases_NOUN,1716
Your dress,1096
You bring,7023
You_PRON watched_VERB,1448
Yu Xin,11254
Yun'er_NOUN _VERB_,1766
Yourself ",1028
Young_NOUN Lord,3954
You love,23569
Yvonne_NOUN had,1004
Young __,2203
YouTube _NUM_,1194
Yu_NOUN looked,9221
Yourell Mr._NOUN,2201
Yours affectionately_ADV,1803
You send_VERB,2145
Years Later,5559
Your_PRON Personal_NOUN,1325
Your_PRON sister,16818
Yesterday we_PRON,2316
Your_PRON excellency,1590
Youth &,1203
Youth "_.,1281
You_PRON agreed_VERB,2438
You_PRON mind_VERB,3471
Yingjie_NOUN _ADV_,2209
Your_PRON best_ADJ,5074
Your Ladyship,1009
Yunfeng _ADV_,1571
Yu L_NOUN,1039
You wished,1530
You_PRON trusted,1030
Yildiz _NOUN_,1262
You pushed_VERB,1594
You_PRON 'd_VERB,148002
YouTube_NOUN :_.,2755
Yeast _VERB_,2082
Yessss _._,1052
Yet of_ADP,1553
You Lan,2756
You definitely,4164
You came,27264
Your obedient_ADJ,1218
You_PRON figured,1302
Yellowstone_NOUN ,,3530
Young People,15265
Yu'er_NOUN ,,1068
Your letters,1287
York_NOUN House,1115
Yin Qi_NOUN,3997
Yu et,11528
York State,42364
You_PRON tried_VERB,6352
You oughtn't_VERB,1026
Your ",2199
Yinger_NOUN ,,1248
Yong_NOUN _._,12350
Yu as,1435
Ypres ,,2940
Yeltsin 's,3485
You're _._,1538
York_NOUN by,4292
Young_ ,_,1084
Yet a_DET,14298
You_PRON from_ADP,1891
Yet no_DET,5956
Your_PRON imagination_NOUN,1154
You_PRON or_CONJ,2916
Yunjie ,_.,2853
Yisrael_NOUN ,_.,1115
You_PRON travel,1047
Yet our_PRON,2669
Yokota ,_.,1373
Young_NOUN (_.,12415
Yifeng _VERB_,2625
Yuwen_NOUN _VERB_,1479
Your_PRON dad_NOUN,16721
You You,2551
Your_PRON book_NOUN,1772
Your_PRON Hands_NOUN,1057
Youth_NOUN Services_NOUN,4241
Yong_NOUN was,2485
Young_ADJ Adult,3847
You trust_VERB,3311
Yeshua ._.,1321
You die,1090
You_PRON crazy_ADJ,1291
Yes_NOUN please,1147
Your Soul_NOUN,1434
You hold,5884
Your_PRON attitude,1756
Yun asked,1940
Yun ,,27256
Yu_NOUN Ji_NOUN,2219
Yue Jiao,1014
Youssef_NOUN ,,2720
Yun Yang_NOUN,1880
Yu_NOUN for,1218
You Want,7979
Yemen_NOUN (_.,2058
YouTube _NOUN_,48610
You_PRON _VERB_,16079343
You failed,1729
Yunjie 's_PRT,4643
Yu Han,3620
Yu in_ADP,3710
York_NOUN ,,897298
Yong_NOUN and_CONJ,2582
You stayed,1966
Yishuv_NOUN ,_.,1258
York_NOUN where,2394
Yeshua _PRT_,2383
You threw,1995
Young_NOUN Master,90695
Young modulus,1537
Your_PRON secret,2128
Yunhai_NOUN _NOUN_,1191
Yvonne_NOUN _PRT_,3460
Years ago_ADP,1354
Yuan_NOUN ,,36614
Yun_NOUN Che,10778
Yule ,_.,3030
You heard,30686
You_PRON hit_VERB,3993
Yuan Zhen,1170
You recognize,2025
Yi Yi_NOUN,3948
York_NOUN or_CONJ,7187
Yemen_NOUN :,1353
Your_PRON gift,1071
Youth _NOUN_,96878
You_PRON ),1522
Yeltsin_NOUN 's_PRT,3482
Your God_NOUN,1748
You_PRON shot,1959
Yun_NOUN looked_VERB,3436
You_PRON prefer,1602
You_PRON seriously,1808
Yellow_ADJ Bird,1078
Yet_CONJ _NOUN_,31697
Yi Qing,1420
Yggdrasil_NOUN _._,1514
York_NOUN before_ADP,1850
Yuan Qing_NOUN,1067
Yu_NOUN shook_VERB,1977
Young Prince_NOUN,1653
Yu_NOUN Xin_NOUN,11246
Yen_NOUN ,_.,5254
Young ?,1126
Yu Huan,6246
You May,3074
You probably_ADV,27768
Years_NOUN passed_VERB,1940
Yorker_NOUN (_.,1489
You can,1593038
Youth_NOUN is,2404
Yep_ADV _._,16041
You '_PRON,10127
Yetu _VERB_,1211
You certainly,11565
York_NOUN New,1114
Yue !_.,1203
Your_PRON client_NOUN,2203
Your_PRON will_VERB,1340
York_NOUN in_ADP,27486
Your_PRON back_NOUN,1304
Yi_NOUN nodded,2142
You_PRON ran,3714
Your_PRON Company,1353
Yours_PRON of_ADP,1072
Yes_NOUN '_PRT,1455
You_PRON not,4672
You lost,7004
Yet not_ADV,6319
Your inner,1355
Yosso _._,1811
You_PRON gave,20624
You gain_VERB,1086
Yu _._,181148
You treat,2179
You_PRON brat,2892
Yun could_VERB,3178
Your sins_NOUN,1349
Yoder_NOUN _VERB_,2102
Yutian_NOUN 's,1235
Yun_NOUN Tian,2993
York as_ADP,5264
Yuen_NOUN ,,3364
Yin_NOUN energy,1520
Yixuan _PRT_,1771
YorN_NOUN :_.,8809
Yorker _VERB_,3780
You_PRON certainly,11565
Yours_PRON of,1072
Yes !,100344
Yun_NOUN took,1224
You pay_VERB,4532
Young Hero,2108
You never,93588
Young Girl,1468
York _VERB_,89542
You missed,5513
Yuan_NOUN smiled_VERB,1138
Yes_X ?,55865
Yim_NOUN _._,1557
York Harbor_NOUN,2530
York_NOUN Life,1304
Your_PRON idea_NOUN,2043
Yet_CONJ it_PRON,72065
York_NOUN papers,1173
Yu_NOUN Ying,5809
Your_PRON servant,7216
Yu'er ,_.,1068
York apartment_NOUN,1196
You speak,16089
Yuan_NOUN could_VERB,2189
Yu would_VERB,6165
Yousef_NOUN ,,1474
You big_ADJ,1188
Yet_ADV during,1241
Yiming_NOUN _PRT_,1329
Yue in_ADP,1235
Your only,3498
Your letter_NOUN,5449
Yo_NOUN ,,1305
Yi was_VERB,21955
Ying_NOUN and_CONJ,7806
Yugoslavia_NOUN was,2046
You_PRON win_VERB,5614
You_NOUN Love,1101
You kiss_VERB,1555
Young_ADJ Master,28334
Yerevan ,,1009
Yet unlike,1172
Yingjie_NOUN and,1033
Year_NOUN Total,1189
YouTube_NOUN 's_PRT,2042
You can_VERB,1591286
Yi_NOUN Chen_NOUN,21746
York to,29017
Yoshioka ,_.,1394
Yokoyama_NOUN _._,2390
Your main,1149
Yet without,1454
You seem,50219
York are,1901
Yves_NOUN ,_.,1898
You_PRON bunch,1018
Yi Xiu_NOUN,1824
You dare,12527
Yes_NOUN _CONJ_,4456
Yi Hao,1805
Yong 's_PRT,4838
You_PRON wore_VERB,1339
Yes_NOUN Mistress,1942
Ying could,1832
Yucatán ,_.,2475
Yes_NOUN (,2658
You_PRON Can_VERB,20825
You_PRON poor,5583
York_NOUN without_ADP,1012
Yi had_VERB,10633
Yilmaz_NOUN ,,2891
You_PRON found_VERB,12110
York_NOUN Heart,1432
Your_PRON answers,1205
Your next,2346
Yorke_NOUN ._.,1119
York_NOUN City,230707
Yokohama_NOUN ,_.,3760
Yom_NOUN Kippur_NOUN,11435
You_PRON consider_VERB,1644
Yu Mei_NOUN,1833
Yet "_.,2188
You_PRON kind,1218
Yo_VERB ',1138
Yen_NOUN _ADP_,1502
Yue'er _VERB_,3191
Your reputation_NOUN,1872
YouTube_NOUN for,1229
Yerushalmi_NOUN ,_.,1058
Yi_NOUN were_VERB,1047
You_PRON startled_VERB,1146
Yong was,2499
Yifan_NOUN ,,1571
Yen _VERB_,1571
Your arm_NOUN,1730
Yichen .,2175
You sure_ADV,40668
Yunfeng_NOUN _._,2374
Your work_NOUN,5495
Your_PRON instructor,1123
Your ex_NOUN,1497
York Heart_NOUN,1432
Yet_ADV by_ADP,5144
Yersinia enterocolitica_NOUN,2077
Ypperstepræsterne_NOUN og_X,1288
Yun Fei_NOUN,2531
Yu_NOUN heard,2810
Yingchang _VERB_,1091
Yu_NOUN used_VERB,1009
Yemen .,7803
Yifan_NOUN 's_PRT,1438
Yosemite_NOUN _VERB_,1091
Yi 's,34112
Yiming _._,1674
Yep_ADV .,4614
You slide_VERB,1169
Yosemite National,3976
You press_VERB,1372
Your_PRON Father_NOUN,1693
You_PRON held_VERB,1664
Your Health_NOUN,2358
Yet_CONJ my_PRON,3651
Yerushalmi ,,1060
You Believe,1246
Yue_NOUN _._,45483
Ying_NOUN asked_VERB,1261
Yvonne ._.,3175
You spoke_VERB,5590
You !_.,29237
You_PRON said_VERB,129952
Your lips_NOUN,2861
Yi_NOUN Yi,2717
Yuxi_NOUN _PRT_,1246
Yunfeng_NOUN _ADV_,1571
Youngblood _._,1777
You know,876218
Ying_NOUN had,4867
You_PRON coming_VERB,4807
Yun'er _._,1457
Year_NOUN Round_NOUN,1160
York_NOUN Amsterdam,2436
Yorke_NOUN _NOUN_,1586
Yi asked_VERB,2735
Yes he_PRON,2263
Yogic _NOUN_,1431
Yun and_CONJ,11920
Yew_NOUN _VERB_,1510
Younger (,1559
You_PRON being_VERB,2323
Yunqi _PRT_,1359
Your Eyes,2638
Your message,1092
You_PRON son_NOUN,2647
Yu_NOUN would_VERB,6165
You stand,5672
Yet_ADV so_ADV,2376
Yellow_NOUN Springs,3535
Your_PRON Lordship_NOUN,3136
Young Men_NOUN,7427
Yes_X of,1545
Yu_NOUN Wei,4964
Yeoman_NOUN ,,1277
York_NOUN '_PRT,6809
Yegor _NOUN_,1306
Yogurt ,,1089
Youth .,6943
Yi suddenly_ADV,1941
Your_PRON memory_NOUN,1573
Yong ,_.,10580
Yu Y_NOUN,1460
Younglove_NOUN Crump_NOUN,1300
Yue_NOUN heard_VERB,1243
Yunnan and,1358
Yunfei_NOUN ,_.,1753
You really_ADV,84612
You [,1390
Yet_CONJ another_DET,1760
Yi_NOUN _NOUN_,139226
Yoshikawa_NOUN ,_.,2901
You_PRON -,17902
Your Heart_NOUN,3743
Yu Qing,2182
Yvon 's_PRT,1010
Your Hands,1142
Your_PRON dream,1208
You drink,2005
You_PRON already_ADV,23112
Yo_ADJ _._,2186
Your_PRON affectionate,3086
Yichen ,,3959
Yogācāra _NOUN_,1476
Yes_X □,1498
You I,3115
Yue is_VERB,2015
Yue thought_VERB,1034
You_PRON wanted,22879
Yet an_DET,2151
Years ?,1442
Yu_NOUN shouted_VERB,1037
You_PRON _NUM_,65530
Yorkshire_NOUN .,7249
Yet_ADV ,,368953
Yet_ADV ,_.,368953
Yunfei_NOUN was_VERB,1563
Yoga_NOUN in,1152
Your Eminence,2105
Yimo_NOUN _VERB_,2817
You_PRON ride_VERB,1478
Yuan dynasty_NOUN,2038
Your pardon_NOUN,1874
You_PRON add_VERB,1111
Yogurt _._,2930
York_NOUN society,1574
Yi_NOUN could,4254
Your_PRON Holiness,2060
Yin _CONJ_,10524
You_PRON invited_VERB,1473
Yun Sect,3836
Yeh_NOUN ,_.,5199
You mind,3496
Yu opened_VERB,1088
Yerba Buena,1721
Yuanyuan ,,1688
York_NOUN Stock,6770
Yemen ,,15111
Young_ADJ as,1254
Youth_NOUN of_ADP,2065
Yingjie and_CONJ,1034
Your Response,4235
Yogi_NOUN Berra,1903
Your_PRON boss,3588
Yet_ADV every_DET,2237
Yuan did_VERB,3152
Yves_NOUN _NOUN_,14127
